Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,Day,DayOfWeek,PricePerItem,LargeCart,HighValueOrder,CouponUsed,WeekendOrder,Fraud
4,5,351.64540078248046,204,1,2,1054,6,0,1,1758.2270039124023,2023,9,17,5,351.64540078248046,1,0,1,1,1
5,5,121.02358629362911,125,1,2,221,9,0,1,605.1179314681456,2024,5,15,4,121.02358629362911,1,0,1,0,1
4,5,561.6732077404309,254,3,1,208,8,0,1,2808.3660387021546,2024,5,12,1,561.6732077404309,1,1,1,0,1
2,5,279.2268208220375,135,1,0,41,6,1,1,1396.1341041101875,2024,4,19,1,279.2268208220375,1,0,1,0,1
3,5,280.13104530683745,131,1,0,42,7,1,1,1400.6552265341872,2024,5,20,1,280.13104530683745,1,0,1,0,1
0,5,63.532936596013606,80,1,3,915,8,1,1,317.66468298006805,2023,4,15,1,63.532936596013606,1,0,1,0,1
4,4,599.4413295449532,312,1,0,531,8,1,1,2609.4063162377065,2024,2,25,1,599.4413295449532,1,1,1,0,1
2,5,544.0427569309654,214,2,3,341,9,0,1,2720.2137846548276,2023,5,10,2,544.0427569309654,1,1,1,0,1
5,5,559.1228580110574,259,3,0,247,8,0,0,2795.614290055287,2024,4,16,1,559.1228580110574,1,1,1,0,1
5,5,551.450097379006,296,1,0,415,7,0,0,2757.2504868950305,2024,2,26,1,551.4500973790061,1,1,1,0,1
1,5,525.07179150215,154,2,3,343,9,0,1,2625.35895751075,2023,6,5,2,525.07179150215,1,1,1,0,1
0,5,652.1583405960791,589,1,0,840,10,1,4,3260.7917029803957,2024,7,19,0,652.1583405960791,1,1,1,0,1
2,5,646.2300493031786,441,1,1,982,9,0,2,3231.150246515893,2023,6,24,3,646.2300493031786,1,1,1,0,1
3,5,565.5151530317104,337,1,1,373,6,0,2,2827.575765158552,2024,9,10,2,565.5151530317103,1,1,1,0,1
3,4,623.5087075297538,315,2,0,630,8,1,3,2522.475731447855,2024,2,24,0,623.5087075297538,1,1,1,0,1
2,5,544.4741302542084,213,3,2,267,9,0,1,2722.370651271042,2023,6,8,1,544.4741302542084,1,1,1,0,1
1,5,499.2051059161038,544,1,0,567,7,1,2,2496.025529580519,2023,2,11,4,499.20510591610383,1,0,1,0,1
0,5,404.66315196795756,373,1,3,485,6,0,2,2023.315759839788,2024,6,17,3,404.6631519679576,1,0,1,0,1
1,5,509.5655165468646,116,4,0,515,6,0,2,2547.827582734323,2023,9,17,2,509.5655165468646,1,1,1,0,1
1,5,536.9472774251733,197,3,3,297,9,0,1,2684.7363871258667,2023,6,6,1,536.9472774251733,1,1,1,0,1
2,5,207.77198583023912,289,1,2,158,6,0,1,1038.8599291511955,2023,2,16,3,207.77198583023912,1,0,1,0,1
3,5,550.2932175023263,226,3,2,244,9,0,1,2751.4660875116315,2024,5,10,1,550.2932175023263,1,1,1,0,1
3,5,359.4062480301979,205,1,2,1071,6,0,1,1797.0312401509893,2023,8,16,5,359.4062480301979,1,0,1,1,1
2,5,485.48731998465615,112,2,1,531,7,0,2,2427.436599923281,2023,6,12,2,485.48731998465615,1,0,1,0,1
1,5,536.915287088148,197,3,3,297,9,0,1,2684.57643544074,2023,6,6,1,536.915287088148,1,1,1,0,1
3,5,579.2522207650694,595,2,3,363,7,0,2,2896.2611038253467,2023,1,7,1,579.2522207650694,1,1,1,0,1
2,5,518.6419831927842,155,3,0,490,6,0,2,2593.209915963921,2023,8,19,1,518.6419831927842,1,1,1,0,1
1,5,223.28602581395103,379,2,3,528,10,0,3,1116.4301290697554,2023,4,11,1,223.28602581395103,1,0,1,0,1
3,4,609.1470390314423,397,1,3,606,6,0,2,2539.8550344150094,2023,5,25,2,609.1470390314423,1,0,1,0,1
5,5,578.1757112561422,236,1,2,415,8,1,2,2890.8785562807116,2024,3,16,2,578.1757112561422,1,1,1,0,1
5,5,572.1731973122719,278,1,2,369,8,1,3,2860.8659865613595,2023,2,20,2,572.1731973122719,1,1,1,0,1
2,5,508.6205883961606,53,0,2,408,7,1,1,2543.102941980803,2023,4,7,5,508.6205883961606,1,1,1,0,1
5,5,545.9035998719968,273,1,0,427,7,0,0,2729.517999359984,2023,2,25,1,545.9035998719969,1,1,1,0,1
2,4,618.2213859392115,336,2,0,609,8,1,2,2506.734321557057,2025,2,24,1,618.2213859392116,1,0,1,0,1
5,5,550.7583686094713,294,1,0,415,7,0,0,2753.791843047357,2024,2,26,1,550.7583686094714,1,1,1,0,1
1,5,215.81972999222756,431,1,3,505,9,1,2,1079.0986499611379,2023,3,10,1,215.81972999222756,1,0,1,0,1
0,5,647.657129582698,471,1,0,741,10,1,4,3238.28564791349,2024,7,19,0,647.657129582698,1,1,1,0,1
3,5,272.8609949103056,108,1,0,104,7,1,1,1364.304974551528,2024,5,20,1,272.8609949103056,1,0,1,0,1
3,5,464.9459140285695,163,1,3,592,9,2,1,2324.7295701428475,2024,2,9,3,464.9459140285695,1,0,1,0,1
2,5,672.190377793077,269,2,1,388,6,1,1,3360.9518889653855,2023,4,5,1,672.1903777930771,1,1,1,0,1
2,4,613.9090485991863,353,2,0,648,7,1,3,2555.6682742268417,2024,2,24,1,613.9090485991863,1,1,1,0,1
4,5,342.08459590047687,233,1,3,876,6,0,1,1710.4229795023844,2023,9,21,5,342.08459590047687,1,0,1,0,1
3,5,645.4186743092386,454,0,2,160,8,2,0,3227.0933715461924,2023,3,15,3,645.4186743092386,1,1,1,0,1
2,4,573.4186611276228,236,2,0,805,8,1,2,2528.8638561460107,2024,2,20,1,573.4186611276228,1,1,1,0,1
3,4,599.7908557977133,358,1,2,473,6,1,3,2734.808932106696,2023,8,17,2,599.7908557977132,1,1,1,0,1
0,5,655.6955430984597,543,1,0,907,10,0,3,3278.477715492298,2024,6,21,1,655.6955430984597,1,1,1,0,1
3,5,251.73830300876088,39,1,0,286,9,0,2,1258.6915150438044,2023,5,22,3,251.73830300876088,1,0,1,0,1
2,5,674.7975260705776,248,2,0,330,7,2,0,3373.987630352888,2023,5,5,1,674.7975260705778,1,1,1,0,1
2,5,647.8373416039593,61,2,4,53,8,1,3,3239.186708019797,2023,6,25,3,647.8373416039593,1,1,1,0,1
2,5,659.8100048179009,412,2,1,954,9,0,3,3299.0500240895044,2023,4,25,2,659.8100048179009,1,1,1,0,1
2,5,678.1866624423961,443,3,2,299,7,0,1,3390.93331221198,2023,5,6,1,678.186662442396,1,1,1,0,1
1,5,224.5652033410096,552,1,2,932,7,0,1,1122.826016705048,2023,8,4,4,224.56520334100964,1,0,1,0,1
2,5,502.7635893976039,115,3,1,516,6,0,2,2513.8179469880197,2023,9,16,2,502.7635893976039,1,0,1,0,1
2,5,221.95151199365506,265,1,2,136,6,1,1,1109.7575599682752,2023,2,16,2,221.95151199365506,1,0,1,0,1
3,5,644.5174824572568,19,2,2,83,7,1,1,3222.5874122862842,2023,4,26,1,644.5174824572568,1,1,1,0,1
4,5,658.6860289745615,533,1,3,256,8,0,2,3293.4301448728074,2023,2,20,1,658.6860289745615,1,1,1,0,1
2,5,611.4138751126159,9,2,4,43,6,1,3,3057.0693755630796,2023,9,25,2,611.4138751126159,1,1,1,0,1
2,5,630.2062018259699,13,2,3,68,6,1,1,3151.0310091298493,2023,6,26,1,630.2062018259699,1,1,1,0,1
2,5,233.68275801310918,129,1,1,254,8,0,2,1168.413790065546,2023,4,20,3,233.68275801310918,1,0,1,0,1
2,5,496.73777293088943,114,3,1,521,7,0,2,2483.6888646544476,2023,8,15,2,496.73777293088943,1,0,1,0,1
1,5,487.3210067426522,86,0,2,304,8,1,1,2436.6050337132606,2023,5,6,5,487.3210067426522,1,0,1,1,1
2,4,569.2338509299761,219,3,0,557,6,0,3,2533.8270466384647,2023,6,21,1,569.2338509299761,1,1,1,0,1
1,5,397.3938356221742,330,1,3,454,6,0,2,1986.9691781108709,2024,6,17,3,397.3938356221742,1,0,1,0,1
2,5,508.8079813699303,65,0,2,428,7,1,1,2544.0399068496513,2023,5,9,5,508.8079813699303,1,1,1,0,1
2,4,594.6171981582228,404,1,0,569,7,2,3,2542.7149607372075,2024,1,19,2,594.6171981582228,1,1,1,0,1
2,5,656.2729078087182,412,2,2,977,9,0,3,3281.364539043591,2023,4,25,3,656.2729078087182,1,1,1,0,1
4,5,660.5433757805328,63,1,1,267,8,1,0,3302.7168789026637,2023,5,28,4,660.5433757805328,1,1,1,0,1
3,5,657.1896357155954,534,1,3,248,8,1,1,3285.9481785779767,2023,1,19,1,657.1896357155954,1,1,1,0,1
2,5,635.7421991596027,44,2,4,49,7,1,3,3178.7109957980138,2023,7,25,3,635.7421991596027,1,1,1,0,1
1,5,517.1331328335365,104,1,3,373,8,1,1,2585.6656641676823,2023,5,6,4,517.1331328335365,1,1,1,0,1
0,5,67.73821804784406,195,1,3,737,9,1,1,338.69109023922033,2023,6,23,0,67.73821804784406,1,0,1,0,1
4,5,587.6278702664173,594,2,3,368,7,0,1,2938.1393513320863,2023,1,9,1,587.6278702664173,1,1,1,0,1
5,5,627.3667463621356,572,1,2,319,8,0,0,3136.833731810678,2024,1,18,1,627.3667463621356,1,1,1,0,1
3,5,102.52438387250453,107,1,3,501,9,0,1,512.6219193625227,2024,4,17,2,102.52438387250453,1,0,1,0,1
0,5,421.05426399915194,223,1,2,149,8,0,1,2105.2713199957598,2023,7,8,4,421.05426399915194,1,0,1,0,1
0,5,640.5804981001698,284,1,0,585,10,1,4,3202.902490500849,2024,6,19,1,640.5804981001698,1,1,1,0,1
5,5,559.2922010333548,258,3,0,243,8,0,0,2796.461005166774,2024,4,15,1,559.2922010333549,1,1,1,0,1
3,5,564.5022939210822,315,2,1,329,7,0,2,2822.5114696054106,2024,8,11,2,564.5022939210821,1,1,1,0,1
5,5,630.8709192857089,204,1,2,1150,9,1,3,3154.354596428544,2023,10,28,3,630.8709192857089,1,1,1,0,1
2,5,655.3139717459985,71,2,4,55,8,1,3,3276.5698587299926,2023,5,25,3,655.3139717459985,1,1,1,0,1
3,5,571.4332048582105,290,1,1,425,6,0,2,2857.1660242910525,2024,8,9,3,571.4332048582105,1,1,1,0,1
5,5,624.1983348793132,144,1,3,1173,9,2,3,3120.9916743965655,2023,10,26,3,624.1983348793132,1,1,1,0,1
1,5,523.2090018365882,142,2,3,350,9,0,1,2616.0450091829407,2023,6,5,3,523.2090018365882,1,1,1,0,1
3,4,591.2073952255582,410,1,3,615,6,0,2,2514.686827924814,2023,5,24,2,591.2073952255582,1,0,1,0,1
2,5,106.97264709092289,397,1,1,382,9,0,1,534.8632354546145,2024,7,9,1,106.97264709092289,1,0,1,0,1
4,4,644.2041976507819,359,1,3,588,6,1,3,2576.8167906031276,2023,5,27,1,644.2041976507819,1,1,1,0,1
5,5,124.87197204741238,118,1,2,238,9,0,1,624.3598602370619,2024,5,14,4,124.87197204741238,1,0,1,0,1
5,5,144.78116028355387,110,1,2,253,9,0,1,723.9058014177693,2024,4,11,4,144.78116028355387,1,0,1,0,1
4,5,557.3879638409053,241,3,1,216,9,0,1,2786.9398192045264,2024,5,11,1,557.3879638409053,1,1,1,0,1
3,5,199.22504282421272,168,1,2,144,6,0,1,996.1252141210637,2023,7,23,3,199.22504282421272,1,0,1,0,1
5,5,623.7648457887367,581,1,2,350,8,0,0,3118.8242289436835,2024,1,19,1,623.7648457887367,1,1,1,0,1
2,4,652.586169159262,596,1,4,924,7,1,3,2610.344676637048,2023,9,9,0,652.586169159262,1,1,1,0,1
1,5,522.5259088147284,138,1,3,353,9,0,1,2612.6295440736417,2023,5,5,3,522.5259088147284,1,1,1,0,1
4,5,634.3829291936353,232,1,2,1126,9,1,3,3171.914645968176,2023,9,27,3,634.3829291936353,1,1,1,0,1
2,5,500.80118303645946,60,0,3,428,8,2,1,2504.005915182297,2024,3,7,5,500.80118303645946,1,0,1,0,1
2,5,246.5718691205235,28,1,0,444,9,0,2,1232.8593456026176,2023,6,19,4,246.5718691205235,1,0,1,0,1
3,4,682.3294172366765,397,1,1,590,8,1,3,2729.317668946706,2024,7,13,1,682.3294172366765,1,1,1,0,1
3,5,575.1276683761382,250,1,1,445,6,0,1,2875.6383418806913,2024,8,8,3,575.1276683761382,1,1,1,0,1
0,5,421.76822158471896,301,1,0,266,7,0,2,2108.841107923595,2023,1,24,2,421.76822158471896,1,0,1,0,1
3,4,635.3423356743186,337,1,1,598,7,1,3,2541.3693426972745,2024,3,25,1,635.3423356743186,1,1,1,0,1
3,5,605.2761912554622,181,1,1,515,8,0,1,3026.380956277311,2024,6,11,3,605.2761912554622,1,1,1,0,1
5,5,640.1003525689754,328,2,2,515,6,0,1,3200.501762844877,2023,2,22,3,640.1003525689754,1,1,1,0,1
4,4,676.7097951887333,396,1,2,586,7,1,3,2706.8391807549333,2023,7,17,2,676.7097951887333,1,1,1,0,1
3,5,588.989740103052,78,3,2,1112,10,1,3,2944.9487005152596,2023,2,14,0,588.989740103052,1,1,1,0,1
0,5,196.80536401252226,420,1,2,788,7,1,2,984.0268200626113,2023,9,20,3,196.80536401252226,1,0,1,0,1
2,5,482.8831228268481,112,2,2,533,8,1,1,2414.4156141342405,2024,6,12,3,482.8831228268481,1,0,1,0,1
1,5,232.72543355950899,142,1,2,1020,7,0,1,1163.627167797545,2023,10,2,4,232.72543355950899,1,0,1,0,1
2,5,513.8875089454125,168,3,0,1079,9,0,2,2569.4375447270622,2023,5,12,0,513.8875089454125,1,1,1,0,1
3,5,582.3057355676508,594,2,3,365,7,0,2,2911.528677838254,2023,1,8,1,582.3057355676508,1,1,1,0,1
4,5,655.6617638633129,118,1,0,201,8,1,0,3278.3088193165645,2024,7,28,5,655.6617638633129,1,1,1,1,1
4,5,666.3066834114403,288,1,0,916,7,1,4,3331.533417057202,2023,9,29,0,666.3066834114403,1,1,1,0,1
1,5,441.4162631238006,154,1,2,216,10,0,1,2207.081315619003,2023,6,5,4,441.4162631238006,1,0,1,0,1
0,4,536.3353460896105,543,1,2,790,8,0,1,2441.7310675106282,2024,6,13,1,536.3353460896105,1,0,1,0,1
4,5,475.44428910499454,301,1,2,682,8,1,1,2377.2214455249728,2023,2,16,3,475.44428910499454,1,0,1,0,1
3,5,658.5654608738205,25,2,2,99,7,1,0,3292.827304369103,2023,2,27,1,658.5654608738205,1,1,1,0,1
2,5,71.58780156408604,621,2,1,770,8,0,3,357.93900782043016,2024,2,7,3,71.58780156408604,1,0,1,0,1
3,5,652.2733894990001,534,0,3,223,8,1,1,3261.3669474950007,2023,1,16,2,652.2733894990001,1,1,1,0,1
2,4,645.6699586102043,620,1,3,966,7,1,3,2619.526211464382,2024,9,8,0,645.6699586102043,1,1,1,0,1
4,4,662.1523969456599,383,1,3,585,6,1,3,2648.6095877826397,2023,6,22,2,662.1523969456599,1,1,1,0,1
4,5,672.9211996604791,513,3,3,310,8,0,2,3364.6059983023956,2023,3,21,0,672.921199660479,1,1,1,0,1
2,5,659.3108253297942,422,2,1,957,9,0,3,3296.5541266489713,2023,4,25,2,659.3108253297942,1,1,1,0,1
0,5,68.854422001909,434,1,0,648,7,1,1,344.272110009545,2023,8,12,1,68.854422001909,1,0,1,0,1
2,5,625.9793807841734,30,2,4,47,7,1,3,3129.896903920867,2023,8,25,2,625.9793807841734,1,1,1,0,1
4,5,573.2092177090904,402,1,2,367,7,1,3,2866.0460885454518,2023,1,14,2,573.2092177090904,1,1,1,0,1
1,5,213.10395016506376,572,1,2,921,8,0,1,1065.5197508253189,2023,7,4,4,213.10395016506376,1,0,1,0,1
1,5,221.91248901787054,498,1,2,944,7,0,1,1109.5624450893529,2023,8,3,4,221.91248901787057,1,0,1,0,1
5,4,554.4506639138988,297,1,0,420,8,0,0,2753.8835612022044,2024,2,26,1,554.4506639138989,1,1,1,0,1
0,5,90.63305382573408,567,1,1,437,8,0,1,453.1652691286704,2023,9,9,0,90.63305382573408,1,0,1,0,1
5,5,554.5328583094764,308,1,0,411,7,0,0,2772.664291547382,2024,4,22,1,554.5328583094764,1,1,1,0,1
1,5,221.51600880250317,404,2,3,543,10,0,3,1107.5800440125158,2023,4,10,1,221.51600880250317,1,0,1,0,1
3,5,663.5776484017339,360,1,0,906,7,1,4,3317.8882420086693,2023,9,27,0,663.5776484017339,1,1,1,0,1
4,4,691.8281756758126,410,1,2,587,8,1,3,2767.3127027032506,2023,8,11,2,691.8281756758126,1,1,1,0,1
5,5,551.0204814580312,295,1,0,415,7,0,0,2755.1024072901564,2024,2,26,1,551.0204814580313,1,1,1,0,1
3,5,648.1555848118951,345,2,2,1032,9,0,3,3240.777924059475,2023,6,26,3,648.1555848118951,1,1,1,0,1
4,5,563.7228722439575,298,2,1,296,7,0,1,2818.614361219787,2024,7,11,1,563.7228722439573,1,1,1,0,1
0,5,401.00467254871563,310,1,3,353,6,0,2,2005.023362743578,2023,7,15,3,401.00467254871563,1,0,1,0,1
3,4,592.3058110019172,356,1,1,456,6,1,3,2756.016257843313,2023,8,15,2,592.305811001917,1,1,1,0,1
2,4,592.195920620251,548,2,1,902,6,1,3,2669.7471684854095,2024,8,16,1,592.1959206202511,1,1,1,0,1
3,5,625.0077322719181,341,0,0,1043,9,0,1,3125.03866135959,2023,8,21,2,625.0077322719181,1,1,1,0,1
5,5,626.0643163948271,164,1,2,1183,9,1,3,3130.3215819741354,2023,11,28,3,626.0643163948271,1,1,1,0,1
2,5,480.7884840933329,84,0,3,489,9,2,1,2403.9424204666643,2024,3,7,4,480.7884840933329,1,0,1,0,1
4,5,109.84933178164435,147,1,2,173,8,0,1,549.2466589082218,2024,7,19,4,109.84933178164435,1,0,1,0,1
1,5,251.3188548747994,51,1,3,1038,6,0,1,1256.594274373997,2023,10,5,5,251.3188548747994,1,0,1,1,1
3,5,671.1519675221226,480,3,3,268,8,0,1,3355.7598376106125,2023,4,8,2,671.1519675221225,1,1,1,0,1
4,4,643.0807727566217,356,1,2,590,6,1,3,2572.323091026487,2023,4,27,1,643.0807727566217,1,1,1,0,1
3,5,269.76851985718736,140,1,0,54,6,1,1,1348.8425992859368,2024,5,18,1,269.76851985718736,1,0,1,0,1
2,5,505.50708110475273,115,3,1,514,6,0,2,2527.5354055237635,2023,9,17,2,505.50708110475273,1,0,1,0,1
3,5,163.03327658396972,179,1,1,112,6,0,1,815.1663829198485,2023,9,25,3,163.03327658396972,1,0,1,0,1
1,5,54.27642699274404,155,1,2,842,7,1,1,271.3821349637202,2023,6,22,1,54.27642699274404,1,0,1,0,1
5,5,571.1529156956539,274,1,1,324,8,1,3,2855.764578478269,2024,2,18,1,571.1529156956539,1,1,1,0,1
4,4,640.045786629974,376,1,3,588,6,0,2,2583.2040589699563,2023,5,27,2,640.045786629974,1,0,1,0,1
0,5,89.5272462377801,521,1,1,390,8,0,1,447.6362311889005,2023,9,12,0,89.5272462377801,1,0,1,0,1
3,5,574.0206369911735,262,1,1,439,6,0,1,2870.103184955867,2024,8,8,3,574.0206369911734,1,1,1,0,1
3,4,570.7408571733162,351,1,1,407,6,1,3,2817.116092622537,2023,9,11,2,570.740857173316,1,1,1,0,1
1,5,521.1680454809853,154,3,2,404,8,0,1,2605.8402274049267,2023,8,10,2,521.1680454809853,1,1,1,0,1
3,5,656.2885599951219,510,1,3,220,8,1,1,3281.442799975609,2023,2,10,2,656.2885599951219,1,1,1,0,1
2,5,508.9836184539831,76,1,2,447,7,1,1,2544.9180922699156,2023,6,11,4,508.9836184539831,1,1,1,0,1
1,5,515.0560775909029,134,3,1,460,7,0,2,2575.280387954515,2023,9,14,2,515.0560775909029,1,1,1,0,1
2,4,627.9366489210475,319,1,0,600,8,2,2,2519.8954037083013,2024,2,24,1,627.9366489210475,1,1,1,0,1
5,5,650.0868925221567,230,1,1,1026,7,1,3,3250.434462610784,2023,10,29,1,650.0868925221567,1,1,1,0,1
5,5,140.23349331704623,110,1,2,259,9,0,1,701.1674665852312,2024,4,12,3,140.23349331704623,1,0,1,0,1
1,5,507.04307152121,557,1,0,537,6,1,2,2535.2153576060505,2023,1,10,5,507.04307152121004,1,0,1,0,1
3,5,474.3645010020534,331,1,2,682,8,1,1,2371.822505010267,2023,2,16,3,474.3645010020534,1,0,1,0,1
2,5,514.3926470079891,171,3,0,1082,9,0,2,2571.9632350399456,2023,5,12,0,514.3926470079891,1,1,1,0,1
1,5,481.8031788714055,95,0,2,278,8,1,1,2409.0158943570277,2023,5,6,5,481.8031788714055,1,0,1,1,1
0,5,438.77390552595193,372,2,0,418,7,0,2,2193.8695276297594,2023,2,22,2,438.77390552595193,1,0,1,0,1
3,5,462.28449607003535,133,1,3,570,9,2,1,2311.4224803501766,2024,2,8,3,462.28449607003535,1,0,1,0,1
4,5,674.2706817057853,501,3,3,305,8,0,2,3371.3534085289257,2023,4,17,0,674.2706817057851,1,1,1,0,1
5,5,665.501337661758,272,1,1,926,7,1,3,3327.50668830879,2023,10,29,0,665.501337661758,1,1,1,0,1
0,5,429.78465295372894,201,1,1,82,9,0,1,2148.9232647686445,2023,6,8,4,429.78465295372894,1,0,1,0,1
4,5,562.0830196590838,263,3,1,225,8,0,1,2810.415098295419,2024,5,12,1,562.0830196590838,1,1,1,0,1
1,5,67.030085450764,133,1,3,632,8,0,1,335.15042725382,2023,7,26,1,67.030085450764,1,0,1,0,1
2,5,619.8042422290914,8,2,3,56,6,1,2,3099.021211145457,2023,8,25,1,619.8042422290914,1,1,1,0,1
2,5,652.5919142689104,160,1,0,85,8,1,0,3262.9595713445515,2023,9,26,5,652.5919142689104,1,1,1,0,1
4,5,660.550199706537,72,1,1,238,9,1,1,3302.750998532685,2023,5,28,4,660.550199706537,1,1,1,0,1
1,5,644.226428553945,560,0,0,923,9,0,2,3221.1321427697244,2023,9,20,1,644.226428553945,1,1,1,0,1
3,5,673.6883006954941,475,3,3,276,8,0,1,3368.44150347747,2023,5,7,2,673.688300695494,1,1,1,0,1
2,5,629.081028870976,495,1,0,65,9,0,0,3145.4051443548797,2023,3,9,5,629.081028870976,1,1,1,0,1
4,5,475.3611079877487,304,1,2,682,8,1,1,2376.8055399387436,2023,2,16,3,475.3611079877487,1,0,1,0,1
2,5,478.7132922614702,86,0,3,496,9,2,1,2393.566461307351,2024,3,7,4,478.7132922614702,1,0,1,0,1
4,5,472.7332545703333,251,1,3,655,8,2,1,2363.6662728516667,2023,2,14,3,472.7332545703333,1,0,1,0,1
2,5,227.75351403601542,168,1,1,232,7,0,1,1138.767570180077,2023,3,19,3,227.75351403601542,1,0,1,0,1
2,5,455.5978269233761,131,1,2,519,9,1,1,2277.98913461688,2024,2,9,3,455.5978269233761,1,0,1,0,1
4,5,313.8782664096688,232,1,3,948,6,0,1,1569.391332048344,2023,9,20,5,313.8782664096688,1,0,1,0,1
4,5,643.081196767921,48,1,1,216,8,1,1,3215.405983839605,2023,7,27,4,643.081196767921,1,1,1,0,1
1,5,86.95257964902696,416,1,1,279,7,0,1,434.7628982451348,2023,10,18,2,86.95257964902696,1,0,1,0,1
3,4,537.7164904940148,203,2,0,987,9,0,3,2562.275937616066,2023,5,14,0,537.7164904940148,1,1,1,0,1
0,5,444.56918720605427,395,2,0,470,7,0,2,2222.8459360302713,2023,2,21,2,444.5691872060543,1,0,1,0,1
4,5,666.2844022352866,286,2,1,920,7,0,3,3331.4220111764334,2023,9,29,0,666.2844022352866,1,1,1,0,1
2,4,573.4976409053575,421,1,2,625,7,0,2,2489.841142110515,2023,5,23,2,573.4976409053576,1,0,1,0,1
2,5,203.08950416082394,204,1,2,146,6,0,1,1015.4475208041197,2023,6,21,3,203.08950416082394,1,0,1,0,1
2,5,618.2595477540494,8,2,3,54,6,1,2,3091.297738770247,2023,8,25,1,618.2595477540494,1,1,1,0,1
0,4,518.5931093114971,440,2,0,659,8,0,1,2397.474755870705,2025,3,19,2,518.5931093114972,1,0,1,0,1
0,5,78.12376160931058,367,1,2,608,9,1,1,390.6188080465529,2023,7,16,0,78.12376160931058,1,0,1,0,1
0,5,64.60841963734258,42,1,2,1067,8,1,3,323.0420981867129,2024,2,1,3,64.60841963734258,1,0,1,0,1
3,5,569.1754090573764,574,1,3,363,7,0,2,2845.8770452868825,2023,1,5,1,569.1754090573766,1,1,1,0,1
3,5,219.91054315608633,115,2,1,207,7,0,1,1099.5527157804318,2023,7,23,3,219.91054315608633,1,0,1,0,1
3,5,240.67144103311455,96,2,0,213,8,0,2,1203.3572051655729,2023,6,18,4,240.67144103311455,1,0,1,0,1
3,5,656.2357166414348,116,1,0,96,8,1,0,3281.178583207174,2023,6,27,4,656.2357166414348,1,1,1,0,1
3,4,655.915518516512,393,1,1,532,8,1,3,2788.763509996023,2024,9,10,2,655.915518516512,1,1,1,0,1
2,5,623.6803190865207,27,2,4,46,6,1,3,3118.4015954326037,2023,8,25,2,623.6803190865207,1,1,1,0,1
0,5,426.11867508004605,202,1,2,97,9,0,1,2130.59337540023,2023,7,6,4,426.11867508004605,1,0,1,0,1
1,5,243.53407829840756,487,1,2,944,7,0,1,1217.6703914920379,2023,8,7,4,243.53407829840756,1,0,1,0,1
0,5,63.454459199056856,42,1,1,1065,7,2,3,317.27229599528425,2023,2,1,3,63.454459199056856,1,0,1,0,1
2,5,659.8751576069468,456,1,0,892,8,1,4,3299.3757880347343,2023,8,24,0,659.8751576069468,1,1,1,0,1
2,5,612.4233718378065,11,2,4,43,6,1,3,3062.1168591890323,2023,9,25,2,612.4233718378065,1,1,1,0,1
2,5,666.5026523439657,124,2,3,131,8,1,2,3332.5132617198283,2023,5,20,3,666.5026523439657,1,1,1,0,1
0,5,91.4813714493858,572,1,1,447,9,0,1,457.40685724692906,2024,8,9,0,91.4813714493858,1,0,1,0,1
4,5,662.8101247987576,270,2,0,864,7,1,4,3314.050623993788,2023,9,28,0,662.8101247987576,1,1,1,0,1
2,5,641.077504034852,538,0,0,941,9,0,2,3205.38752017426,2023,9,21,2,641.077504034852,1,1,1,0,1
1,5,85.22060412958695,345,1,1,204,7,0,2,426.1030206479347,2023,10,21,3,85.22060412958695,1,0,1,0,1
2,4,636.7976894348495,415,1,1,714,8,2,3,2547.190757739398,2024,4,19,0,636.7976894348495,1,1,1,0,1
4,5,171.1836367006424,140,1,2,199,7,0,1,855.918183503212,2023,6,18,3,171.1836367006424,1,0,1,0,1
4,4,647.6362723304352,373,1,3,583,6,1,3,2595.6117622509582,2023,5,27,2,647.6362723304352,1,1,1,0,1
1,5,516.0994323256325,137,3,1,450,7,0,2,2580.4971616281628,2023,9,13,2,516.0994323256325,1,1,1,0,1
2,4,571.8607106991808,223,2,0,559,7,1,3,2533.2073435607417,2024,5,21,1,571.8607106991808,1,1,1,0,1
0,5,90.10987087788463,545,1,1,415,8,0,1,450.54935438942323,2023,9,10,0,90.10987087788463,1,0,1,0,1
3,5,295.6677611806018,137,1,3,1016,6,0,1,1478.338805903009,2023,10,14,5,295.6677611806018,1,0,1,1,1
3,5,570.4689258549993,587,1,3,360,6,1,3,2852.3446292749964,2023,1,4,2,570.4689258549993,1,1,1,0,1
2,5,647.2468304257482,161,1,0,87,7,1,0,3236.2341521287403,2023,10,26,5,647.2468304257482,1,1,1,0,1
4,5,654.9025113852524,516,3,2,328,8,0,0,3274.512556926262,2023,4,12,1,654.9025113852523,1,1,1,0,1
2,5,654.7845459060869,435,2,1,967,9,0,2,3273.9227295304345,2023,4,24,3,654.7845459060869,1,1,1,0,1
2,5,509.01813456022103,79,1,2,450,7,1,1,2545.090672801105,2023,6,11,4,509.01813456022103,1,1,1,0,1
3,5,184.8301870803569,236,1,3,195,7,0,1,924.1509354017844,2023,2,14,3,184.8301870803569,1,0,1,0,1
3,4,642.4490203551545,341,1,0,600,8,1,3,2569.796081420618,2024,3,22,1,642.4490203551545,1,1,1,0,1
