Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Fraud,Year,Month,Day,DayOfWeek,PricePerItem,LargeCart,HighValueOrder,CouponUsed,WeekendOrder
0,4,425.18,333,4,3,252,8,2,1,1700.72,0,2023,9,30,5,425.18,1,0,1,1
4,2,333.83,516,3,0,861,4,0,4,667.66,0,2023,8,23,2,333.83,0,0,1,0
2,2,492.9,368,0,3,741,5,0,3,985.8,0,2025,5,30,4,492.9,1,0,1,0
6,1,92.04,164,0,4,1045,2,0,1,92.04,0,2023,1,7,5,92.04,0,0,1,1
2,1,654.27,599,3,2,964,2,1,1,654.27,0,2023,1,28,5,654.27,0,0,1,1
6,1,56.2,24,2,2,388,1,2,1,56.2,0,2023,6,29,3,56.2,0,0,1,0
4,4,628.12,274,4,1,285,6,2,3,2512.48,0,2024,7,16,1,628.12,1,1,1,0
1,3,157.4,251,2,0,1,7,2,0,472.2,0,2024,4,15,0,157.4,1,0,1,0
3,4,588.85,303,3,2,1106,7,0,0,2355.4,0,2023,1,31,1,588.85,1,0,1,0
5,2,494.78,71,4,4,1044,2,0,2,989.56,0,2023,1,31,1,494.78,0,0,1,0
2,3,663.93,591,3,3,232,6,0,0,1991.79,0,2023,10,6,4,663.93,1,0,1,0
2,1,132.68,531,2,3,789,1,1,4,132.68,0,2023,12,12,1,132.68,0,0,1,0
1,5,364.28,449,1,0,1192,5,2,2,1821.4,0,2025,4,8,1,364.28000000000003,1,0,1,0
6,5,307.98,82,4,2,413,10,0,1,1539.9,0,2023,5,14,6,307.98,1,0,1,1
4,4,162.71,49,0,0,577,7,0,0,650.84,0,2024,4,18,3,162.71,1,0,1,0
0,5,492.94,40,0,4,567,10,0,0,2464.7,0,2024,9,30,0,492.93999999999994,1,0,1,0
2,2,343.99,149,4,1,834,4,0,2,687.98,0,2023,3,10,4,343.99,0,0,1,0
1,5,250.68,411,0,4,49,8,1,3,1253.4,0,2025,3,22,5,250.68,1,0,1,1
1,2,362.14,17,2,2,52,2,1,3,724.28,0,2024,12,27,4,362.14,0,0,1,0
6,1,214.08,549,3,3,374,2,2,2,214.08,0,2024,11,23,5,214.08,0,0,1,1
5,1,70.32,170,0,3,800,4,2,1,70.32,0,2023,11,11,5,70.32,0,0,1,1
0,5,421.42,302,2,0,264,7,0,3,2107.1,1,2023,1,25,2,421.41999999999996,1,0,1,0
0,5,384.69,124,1,2,1162,6,0,0,1923.45,0,2024,1,24,2,384.69,1,0,1,0
0,5,448.15,306,3,3,674,7,1,2,2240.75,0,2023,6,7,2,448.15,1,0,1,0
2,5,79.08,458,0,2,411,8,0,1,395.4,0,2024,5,29,2,79.08,1,0,1,0
6,4,185.41,624,4,3,443,9,2,2,741.64,0,2023,1,22,6,185.41,1,0,1,1
3,5,566.07,350,1,1,397,6,1,3,2830.35,1,2024,10,10,3,566.0699999999999,1,1,1,0
6,2,187.88,225,4,4,781,4,2,1,375.76,0,2023,6,4,6,187.88,0,0,1,1
3,2,255.99,169,1,1,723,4,1,3,511.98,0,2023,11,14,1,255.99,0,0,1,0
2,1,627.34,606,4,1,1017,1,0,4,627.34,0,2024,11,11,0,627.34,0,0,1,0
6,3,474.14,331,3,4,316,8,2,2,1422.42,0,2024,2,19,0,474.14000000000004,1,0,1,0
0,3,154.37,651,3,1,249,4,0,3,463.11,0,2025,6,15,6,154.37,0,0,1,1
0,4,145.05,379,4,1,238,6,1,2,580.2,0,2025,3,21,4,145.05,1,0,1,0
6,4,67.08,577,0,3,921,8,2,2,268.32,0,2023,8,20,6,67.08,1,0,1,1
3,1,522.08,575,3,3,1183,5,0,4,522.08,0,2024,11,10,6,522.08,1,0,1,1
3,5,514.6,173,3,1,1084,10,0,3,2573.0,1,2023,6,12,0,514.6,1,1,1,0
3,4,577.82,501,1,1,485,9,0,2,2311.28,0,2024,12,10,1,577.82,1,0,1,0
2,2,500.8,572,0,1,986,3,0,4,1001.6,0,2025,2,10,0,500.8,0,0,1,0
5,2,461.13,55,3,3,227,4,0,0,922.26,0,2023,9,10,6,461.13,0,0,1,1
2,1,605.28,264,3,4,524,3,0,4,605.28,0,2024,11,18,0,605.28,0,0,1,0
4,3,204.27,602,4,3,79,4,0,2,612.81,0,2024,4,23,1,204.26999999999998,0,0,1,0
3,1,489.8,384,3,4,275,4,0,1,489.8,0,2023,8,2,2,489.8,0,0,1,0
4,5,72.64,359,1,0,32,7,0,0,363.2,0,2024,2,21,2,72.64,1,0,1,0
5,2,385.16,278,4,2,978,7,1,0,770.32,0,2025,1,10,4,385.16,1,0,1,0
1,3,606.41,395,2,3,320,7,0,1,1819.23,0,2023,6,12,0,606.41,1,0,1,0
1,2,211.82,427,3,0,250,4,2,0,423.64,0,2024,11,25,0,211.82,0,0,1,0
1,5,495.35,514,1,2,635,5,0,1,2476.75,0,2024,4,26,4,495.35,1,0,1,0
0,3,556.99,18,4,0,314,4,0,1,1670.97,0,2023,6,30,4,556.99,0,0,1,0
5,1,72.31,256,3,0,955,1,0,1,72.31,0,2023,5,26,4,72.31,0,0,1,0
3,5,24.82,307,1,4,856,10,0,4,124.1,0,2023,10,2,0,24.82,1,0,1,0
6,4,26.04,638,4,2,715,5,1,3,104.16,0,2024,3,5,1,26.04,1,0,1,0
6,1,657.07,491,0,2,527,4,1,2,657.07,0,2024,10,4,4,657.07,0,0,1,0
0,3,32.62,109,2,1,942,6,0,1,97.86,0,2025,6,22,6,32.62,1,0,1,1
3,2,228.91,566,2,4,1136,4,1,4,457.82,0,2024,5,10,4,228.91,0,0,1,0
2,3,274.75,479,0,0,576,3,1,2,824.25,0,2024,11,6,2,274.75,0,0,1,0
5,4,634.05,129,0,4,609,6,1,2,2536.2,0,2025,5,31,5,634.05,1,1,1,1
2,5,543.16,483,4,0,844,6,1,3,2715.8,1,2024,7,24,2,543.1600000000001,1,1,1,0
0,3,449.13,499,0,3,557,5,2,4,1347.39,0,2025,1,27,0,449.13000000000005,1,0,1,0
1,5,389.62,377,0,3,970,7,0,1,1948.1,0,2024,6,16,6,389.62,1,0,1,1
1,1,305.17,427,3,3,333,3,2,4,305.17,0,2023,4,21,4,305.17,0,0,1,0
0,3,445.12,168,3,0,961,8,0,2,1335.36,0,2023,6,2,4,445.11999999999995,1,0,1,0
2,2,230.36,41,4,3,67,4,2,0,460.72,0,2024,12,19,3,230.36,0,0,1,0
4,1,96.81,497,3,0,28,3,0,4,96.81,0,2024,3,8,4,96.81,0,0,1,0
3,5,460.14,109,1,3,553,10,2,1,2300.7,1,2025,3,7,4,460.14,1,0,1,0
6,3,601.6,640,1,0,843,7,1,1,1804.8,0,2024,10,17,3,601.6,1,0,1,0
6,3,184.47,521,4,0,870,4,0,4,553.41,0,2024,2,8,3,184.47,0,0,1,0
6,1,411.34,215,2,3,1170,5,0,3,411.34,0,2024,9,3,1,411.34,1,0,1,0
2,1,532.89,466,3,2,486,2,0,4,532.89,0,2024,7,16,1,532.89,0,0,1,0
6,3,136.34,548,2,3,1059,8,1,4,409.02,0,2024,3,27,2,136.34,1,0,1,0
4,5,476.01,33,1,1,965,7,2,2,2380.05,0,2023,10,22,6,476.01000000000005,1,0,1,1
1,5,236.38,22,1,3,1046,7,0,1,1181.9,1,2024,11,2,5,236.38000000000002,1,0,1,1
5,3,396.0,120,3,0,152,4,0,3,1188.0,0,2023,6,16,4,396.0,0,0,1,0
6,5,341.96,458,2,1,1035,6,0,0,1709.8,0,2024,1,16,1,341.96,1,0,1,0
6,1,672.89,300,1,2,423,1,2,0,672.89,0,2023,9,24,6,672.89,0,0,1,1
6,2,657.48,470,4,4,107,5,1,4,1314.96,0,2024,3,1,4,657.48,1,0,1,0
0,3,498.68,555,4,3,278,4,0,0,1496.04,0,2023,8,6,6,498.68,0,0,1,1
5,5,558.63,544,0,2,628,8,0,4,2793.15,0,2023,3,26,6,558.63,1,1,1,1
4,3,19.73,527,4,2,1091,3,0,4,59.19,0,2023,7,7,4,19.73,0,0,1,0
3,5,248.84,30,2,0,311,10,0,3,1244.2,1,2023,6,23,4,248.84,1,0,1,0
0,3,46.11,183,3,3,289,5,2,4,138.33,0,2024,8,31,5,46.11000000000001,1,0,1,1
2,5,678.16,259,3,1,364,7,2,1,3390.8,1,2023,5,2,1,678.1600000000001,1,1,1,0
2,5,601.72,590,3,0,580,5,2,3,3008.6,0,2024,4,10,2,601.72,1,1,1,0
5,2,259.32,13,3,1,276,2,2,4,518.64,0,2024,4,25,3,259.32,0,0,1,0
0,3,63.68,238,0,3,390,6,0,1,191.04,0,2023,12,13,2,63.68,1,0,1,0
2,4,371.07,165,0,0,1095,7,2,1,1484.28,0,2023,10,5,3,371.07,1,0,1,0
0,4,306.35,480,3,4,183,7,2,4,1225.4,0,2024,9,29,6,306.35,1,0,1,1
6,4,578.27,321,4,1,890,9,2,0,2313.08,0,2023,10,15,6,578.27,1,0,1,1
0,1,529.19,207,0,0,99,5,0,4,529.19,0,2023,1,20,4,529.19,1,0,1,0
0,2,587.49,391,3,3,190,6,1,4,1174.98,0,2024,2,27,1,587.49,1,0,1,0
5,4,567.57,504,2,2,483,9,2,2,2270.28,0,2024,6,30,6,567.57,1,0,1,1
0,5,85.22,305,1,0,7,7,0,0,426.1,0,2024,4,29,0,85.22,1,0,1,0
2,1,438.37,391,0,0,877,4,1,4,438.37,0,2024,8,26,0,438.37,0,0,1,0
0,2,366.23,619,0,4,688,2,2,0,732.46,0,2023,11,15,2,366.23,0,0,1,0
2,2,150.05,444,1,0,787,4,1,1,300.1,0,2023,1,2,0,150.05,0,0,1,0
0,4,498.51,494,2,4,424,4,1,2,1994.04,0,2023,10,27,4,498.51,0,0,1,0
1,3,339.39,406,0,3,771,7,0,2,1018.17,0,2025,4,24,3,339.39,1,0,1,0
3,2,575.83,60,4,1,464,3,2,4,1151.66,0,2025,1,18,5,575.83,0,0,1,1
3,2,642.98,40,2,3,299,7,0,0,1285.96,0,2023,12,23,5,642.98,1,0,1,1
1,2,372.23,299,3,1,1116,7,1,0,744.46,0,2023,5,18,3,372.23,1,0,1,0
0,3,646.34,234,2,2,891,5,0,2,1939.02,0,2024,11,12,1,646.34,1,0,1,0
0,5,341.84,161,4,4,1128,8,0,3,1709.2,0,2024,6,5,2,341.84000000000003,1,0,1,0
5,3,690.3,458,1,4,37,6,2,2,2070.9,0,2024,2,25,6,690.3000000000001,1,0,1,1
6,3,382.37,546,2,3,210,8,0,3,1147.11,0,2023,6,12,0,382.36999999999995,1,0,1,0
0,2,132.6,116,2,0,814,4,2,0,265.2,0,2023,3,14,1,132.6,0,0,1,0
3,2,189.06,522,3,4,992,7,1,1,378.12,0,2024,1,18,3,189.06,1,0,1,0
6,4,87.79,309,0,0,307,6,0,3,351.16,0,2023,12,24,6,87.79,1,0,1,1
5,2,46.36,409,3,3,75,4,1,2,92.72,0,2025,4,18,4,46.36,0,0,1,0
4,2,642.04,621,3,1,587,4,2,0,1284.08,0,2024,10,26,5,642.04,0,0,1,1
0,2,651.57,600,2,4,574,7,2,1,1303.14,0,2024,10,19,5,651.57,1,0,1,1
6,3,424.89,12,2,0,1007,6,0,2,1274.67,0,2025,2,28,4,424.89000000000004,1,0,1,0
2,3,438.89,641,0,3,995,3,0,1,1316.67,0,2023,1,28,5,438.89000000000004,0,0,1,1
3,1,72.6,605,2,0,1023,6,0,3,72.6,0,2024,4,15,0,72.6,1,0,1,0
2,4,194.75,65,0,4,469,5,0,1,779.0,0,2024,12,19,3,194.75,1,0,1,0
6,4,231.26,110,4,4,295,6,2,2,925.04,0,2023,5,2,1,231.26,1,0,1,0
3,4,327.12,483,1,0,456,4,0,0,1308.48,0,2024,8,31,5,327.12,0,0,1,1
2,1,466.42,53,3,2,401,5,1,0,466.42,0,2023,5,3,2,466.42,1,0,1,0
3,2,253.67,637,0,3,199,3,2,1,507.34,0,2024,7,5,4,253.67,0,0,1,0
1,1,257.0,502,2,0,732,5,0,4,257.0,0,2023,2,5,6,257.0,1,0,1,1
1,4,539.2,458,1,2,156,8,0,2,2156.8,0,2024,4,18,3,539.2,1,0,1,0
0,5,50.74,450,3,0,1036,7,2,2,253.7,0,2023,6,15,3,50.739999999999995,1,0,1,0
4,2,624.16,640,2,4,821,2,1,3,1248.32,0,2023,5,9,1,624.16,0,0,1,0
6,2,372.92,25,1,1,1130,7,1,0,745.84,0,2023,2,21,1,372.92,1,0,1,0
2,4,358.75,543,3,1,618,9,1,1,1435.0,0,2024,1,9,1,358.75,1,0,1,0
1,3,342.02,576,2,2,1061,5,0,0,1026.06,0,2024,8,6,1,342.02,1,0,1,0
2,2,422.34,641,1,0,437,4,0,3,844.68,0,2025,6,23,0,422.34,0,0,1,0
6,5,22.07,59,4,0,903,7,0,3,110.35,0,2025,4,3,3,22.07,1,0,1,0
0,3,163.13,254,3,4,132,5,2,1,489.39,0,2024,11,24,6,163.13,1,0,1,1
6,3,360.66,144,4,3,740,5,0,3,1081.98,0,2023,2,2,3,360.66,1,0,1,0
3,3,463.39,424,1,3,92,3,0,1,1390.17,0,2023,8,27,6,463.39000000000004,0,0,1,1
6,1,155.27,322,2,4,479,6,0,0,155.27,0,2024,1,30,1,155.27,1,0,1,0
3,3,509.42,249,1,0,1088,5,0,2,1528.26,0,2023,7,23,6,509.42,1,0,1,1
1,4,652.48,561,0,2,182,5,0,3,2609.92,0,2025,5,18,6,652.48,1,1,1,1
5,4,34.84,132,1,4,710,8,0,0,139.36,0,2024,9,22,6,34.84,1,0,1,1
1,1,234.37,386,2,4,5,5,0,0,234.37,0,2025,2,7,4,234.37,1,0,1,0
1,3,53.6,304,0,2,637,4,2,1,160.8,0,2023,10,9,0,53.6,0,0,1,0
6,1,332.09,221,3,3,793,5,0,3,332.09,0,2023,9,13,2,332.09,1,0,1,0
3,4,593.22,41,1,0,344,8,2,1,2372.88,0,2024,3,6,2,593.22,1,0,1,0
6,2,444.84,482,4,4,612,7,0,1,889.68,0,2023,8,29,1,444.84,1,0,1,0
3,1,24.48,22,3,3,1038,1,0,3,24.48,0,2024,7,12,4,24.48,0,0,1,0
2,3,239.08,212,0,4,616,8,0,2,717.24,0,2024,11,24,6,239.08,1,0,1,1
1,5,196.84,154,1,1,784,5,2,3,984.2,0,2023,1,23,0,196.84,1,0,1,0
3,1,176.58,413,2,3,4,4,0,4,176.58,0,2025,3,12,2,176.58,0,0,1,0
5,4,666.52,374,0,4,288,8,0,0,2666.08,0,2023,10,2,0,666.52,1,1,1,0
5,5,101.3,327,4,4,504,7,0,0,506.5,0,2024,11,23,5,101.3,1,0,1,1
0,4,151.2,622,3,2,367,9,2,1,604.8,0,2023,7,2,6,151.2,1,0,1,1
5,5,94.85,483,0,4,452,6,2,0,474.25,0,2025,2,4,1,94.85,1,0,1,0
2,2,388.22,51,0,1,499,2,2,3,776.44,0,2023,1,4,2,388.22,0,0,1,0
2,3,614.15,570,3,0,980,3,0,1,1842.45,0,2023,11,13,0,614.15,0,0,1,0
2,2,92.91,328,0,3,256,3,2,3,185.82,0,2024,9,25,2,92.91,0,0,1,0
3,3,92.22,11,1,1,1064,5,0,0,276.66,0,2024,6,23,6,92.22000000000001,1,0,1,1
5,3,562.55,41,2,3,428,6,0,0,1687.65,0,2024,6,9,6,562.5500000000001,1,0,1,1
1,1,92.79,490,0,2,487,3,2,0,92.79,0,2023,3,22,2,92.79,0,0,1,0
1,4,30.27,509,4,1,1018,9,0,2,121.08,0,2023,6,3,5,30.27,1,0,1,1
3,2,49.08,228,2,3,126,7,0,3,98.16,0,2025,3,30,6,49.08,1,0,1,1
1,5,228.09,626,3,3,1160,9,0,1,1140.45,0,2025,3,2,6,228.09,1,0,1,1
0,4,650.04,645,3,0,102,6,1,1,2600.16,0,2024,11,1,4,650.04,1,1,1,0
5,1,665.11,483,0,2,131,3,0,3,665.11,0,2025,3,4,1,665.11,0,0,1,0
1,1,386.03,539,4,2,354,4,0,2,386.03,0,2024,12,7,5,386.03,0,0,1,1
2,5,21.54,9,3,3,113,10,0,2,107.7,0,2024,7,22,0,21.54,1,0,1,0
6,2,475.78,381,4,4,1067,2,2,2,951.56,0,2024,7,4,3,475.78,0,0,1,0
6,2,68.4,649,3,2,9,7,0,0,136.8,0,2024,1,9,1,68.4,1,0,1,0
6,4,532.49,386,4,0,277,6,1,1,2129.96,0,2025,6,21,5,532.49,1,0,1,1
2,1,51.73,127,2,2,184,1,0,1,51.73,0,2023,4,21,4,51.73,0,0,1,0
5,3,653.63,128,4,1,1144,7,0,0,1960.89,0,2024,7,26,4,653.63,1,0,1,0
0,3,454.29,565,1,2,205,4,2,2,1362.87,0,2024,6,13,3,454.28999999999996,0,0,1,0
0,3,122.11,431,4,1,270,4,2,0,366.33,0,2023,10,16,0,122.11,0,0,1,0
2,4,64.74,437,3,0,1090,8,1,2,258.96,0,2023,4,8,5,64.74,1,0,1,1
2,2,681.06,428,2,4,1008,3,0,1,1362.12,0,2024,1,21,6,681.06,0,0,1,1
1,5,128.95,145,0,2,1178,10,0,3,644.75,0,2023,9,21,3,128.95,1,0,1,0
1,2,118.59,564,1,1,600,2,0,0,237.18,0,2024,3,18,0,118.59,0,0,1,0
5,1,95.1,297,3,2,517,1,2,3,95.1,0,2024,11,15,4,95.1,0,0,1,0
1,3,54.95,201,0,3,529,8,1,4,164.85,0,2023,12,9,5,54.949999999999996,1,0,1,1
5,3,136.97,159,1,3,117,4,0,4,410.91,0,2024,10,18,4,136.97,0,0,1,0
0,2,194.85,192,3,3,460,5,0,4,389.7,0,2023,3,12,6,194.85,1,0,1,1
2,4,583.02,167,4,1,1121,4,0,1,2332.08,0,2024,10,25,4,583.02,0,0,1,0
0,5,95.75,196,4,4,1099,8,1,3,478.75,0,2024,9,29,6,95.75,1,0,1,1
1,4,325.76,515,3,4,926,8,2,0,1303.04,0,2024,7,29,0,325.76,1,0,1,0
4,4,186.41,509,3,2,1100,6,1,2,745.64,0,2023,9,8,4,186.41,1,0,1,0
4,1,474.6,220,2,1,1093,4,1,0,474.6,0,2025,2,22,5,474.6,0,0,1,1
5,5,584.46,147,1,3,496,8,0,0,2922.3,1,2024,6,7,4,584.46,1,1,1,0
2,1,132.05,482,4,1,407,2,0,2,132.05,0,2025,3,7,4,132.05,0,0,1,0
6,4,494.84,424,0,3,1026,8,1,0,1979.36,0,2023,12,4,0,494.84,1,0,1,0
5,4,224.61,380,1,3,123,6,2,1,898.44,0,2024,1,23,1,224.61,1,0,1,0
3,4,44.07,182,2,2,51,6,0,0,176.28,0,2024,6,28,4,44.07,1,0,1,0
3,5,418.53,425,1,2,744,6,0,2,2092.65,0,2024,2,9,4,418.53000000000003,1,0,1,0
4,4,532.87,629,0,2,207,9,0,3,2131.48,0,2024,1,3,2,532.87,1,0,1,0
4,2,485.37,118,1,4,451,5,1,0,970.74,0,2025,6,4,2,485.37,1,0,1,0
4,4,386.73,295,0,1,634,4,1,1,1546.92,0,2024,6,13,3,386.73,0,0,1,0
1,2,377.47,237,0,2,882,7,0,2,754.94,0,2024,7,20,5,377.47,1,0,1,1
3,5,332.64,609,3,1,1019,10,0,4,1663.2,0,2025,1,23,3,332.64,1,0,1,0
2,3,699.93,443,0,3,493,7,1,2,2099.79,0,2024,11,30,5,699.93,1,0,1,1
3,1,576.35,323,3,3,1016,1,2,3,576.35,0,2024,9,30,0,576.35,0,0,1,0
6,2,461.37,72,0,1,1181,5,1,2,922.74,0,2024,6,12,2,461.37,1,0,1,0
5,4,111.3,186,2,2,1056,7,0,0,445.2,0,2023,3,2,3,111.3,1,0,1,0
1,3,661.89,325,4,0,884,6,2,4,1985.67,0,2025,2,24,0,661.89,1,0,1,0
6,2,259.58,604,2,1,217,7,0,3,519.16,0,2025,3,12,2,259.58,1,0,1,0
6,3,70.81,106,1,4,358,8,0,4,212.43,0,2024,7,15,0,70.81,1,0,1,0
2,1,518.39,652,2,2,1040,4,0,3,518.39,0,2025,4,13,6,518.39,0,0,1,1
6,4,145.41,385,1,3,6,7,0,0,581.64,0,2023,1,14,5,145.41,1,0,1,1
6,2,599.86,252,3,2,892,7,0,1,1199.72,0,2023,1,24,1,599.86,1,0,1,0
4,4,429.37,140,1,1,309,8,0,2,1717.48,0,2024,10,3,3,429.37,1,0,1,0
4,2,241.49,547,2,3,840,7,0,3,482.98,0,2024,4,24,2,241.49,1,0,1,0
5,2,452.05,639,1,3,560,3,2,0,904.1,0,2025,5,31,5,452.05,0,0,1,1
1,3,336.71,399,1,2,658,4,0,0,1010.13,0,2023,6,13,1,336.71,0,0,1,0
4,1,283.69,74,3,4,1105,6,0,2,283.69,0,2024,6,27,3,283.69,1,0,1,0
1,1,157.72,358,2,1,1072,2,0,2,157.72,0,2024,2,22,3,157.72,0,0,1,0
6,3,624.84,586,1,0,614,8,2,1,1874.52,0,2023,3,26,6,624.84,1,0,1,1
1,3,308.01,188,0,2,1089,3,0,1,924.03,0,2023,7,24,0,308.01,0,0,1,0
1,1,39.56,130,2,0,849,5,0,2,39.56,0,2025,2,18,1,39.56,1,0,1,0
1,4,37.76,85,2,1,776,7,0,2,151.04,0,2023,6,2,4,37.76,1,0,1,0
4,3,76.96,369,0,3,1159,8,0,0,230.88,0,2024,9,17,1,76.96,1,0,1,0
2,1,569.96,310,4,1,266,4,0,0,569.96,0,2023,4,6,3,569.96,0,0,1,0
2,5,627.43,496,1,0,58,10,0,0,3137.15,1,2024,3,10,6,627.4300000000001,1,1,1,1
2,2,534.91,128,2,3,1146,5,1,2,1069.82,0,2023,10,6,4,534.91,1,0,1,0
5,2,278.88,281,2,2,1199,3,0,4,557.76,0,2023,1,22,6,278.88,0,0,1,1
6,2,323.22,298,1,1,934,7,0,3,646.44,0,2025,4,18,4,323.22,1,0,1,0
6,5,653.46,47,0,0,242,9,2,0,3267.3,0,2023,9,4,0,653.46,1,1,1,0
5,4,678.55,339,0,1,1179,5,0,0,2714.2,0,2023,7,6,3,678.55,1,1,1,0
1,1,314.38,90,4,3,774,6,0,2,314.38,0,2024,2,11,6,314.38,1,0,1,1
4,3,692.44,121,2,0,959,8,0,2,2077.32,0,2024,6,12,2,692.44,1,0,1,0
3,1,604.87,257,4,1,212,4,0,3,604.87,0,2024,7,28,6,604.87,0,0,1,1
4,2,512.33,227,0,0,505,7,0,1,1024.66,0,2025,6,28,5,512.33,1,0,1,1
0,3,20.54,112,1,0,409,3,0,3,61.62,0,2025,4,15,1,20.54,0,0,1,0
4,2,625.22,340,4,0,163,5,0,2,1250.44,0,2023,3,4,5,625.22,1,0,1,1
6,1,21.19,272,0,3,8,5,2,2,21.19,0,2023,8,21,0,21.19,1,0,1,0
0,5,64.49,382,4,0,404,7,0,1,322.45,0,2025,3,21,4,64.49,1,0,1,0
2,4,246.85,151,1,4,608,8,2,2,987.4,0,2023,4,28,4,246.85,1,0,1,0
4,3,588.74,459,2,2,219,8,0,0,1766.22,0,2023,12,1,4,588.74,1,0,1,0
2,4,184.48,401,4,0,851,4,2,2,737.92,0,2024,3,31,6,184.48,0,0,1,1
4,5,524.26,601,3,1,537,5,0,4,2621.3,0,2024,1,10,2,524.26,1,1,1,0
3,2,493.63,49,4,3,525,6,1,4,987.26,0,2024,8,11,6,493.63,1,0,1,1
5,1,438.34,128,3,3,475,5,0,1,438.34,0,2025,5,26,0,438.34,1,0,1,0
2,1,325.81,93,1,2,997,1,2,4,325.81,0,2025,5,16,4,325.81,0,0,1,0
0,1,176.1,171,1,2,564,1,1,3,176.1,0,2023,7,29,5,176.1,0,0,1,1
0,5,45.31,473,4,0,1194,8,0,4,226.55,0,2023,8,23,2,45.31,1,0,1,0
1,4,221.96,67,0,1,345,7,0,2,887.84,0,2024,3,17,6,221.96,1,0,1,1
0,2,601.43,464,4,2,427,5,0,3,1202.86,0,2023,11,2,3,601.43,1,0,1,0
6,5,691.28,61,4,1,878,10,1,0,3456.4,0,2023,8,17,3,691.28,1,1,1,0
2,4,417.89,142,3,2,1151,4,0,2,1671.56,0,2024,9,14,5,417.89,0,0,1,1
0,4,409.28,616,0,2,1097,8,0,0,1637.12,0,2024,1,13,5,409.28,1,0,1,1
1,2,356.35,457,2,3,1070,6,2,1,712.7,0,2023,6,16,4,356.35,1,0,1,0
0,5,170.22,470,2,1,803,8,0,4,851.1,0,2024,4,15,0,170.22,1,0,1,0
5,4,384.85,644,4,1,893,9,0,3,1539.4,0,2023,3,9,3,384.85,1,0,1,0
2,4,115.77,349,4,2,396,7,1,3,463.08,0,2024,11,20,2,115.77,1,0,1,0
4,3,579.55,557,3,3,50,8,2,1,1738.65,0,2025,4,29,1,579.5500000000001,1,0,1,0
2,2,438.76,231,2,3,837,2,0,1,877.52,0,2023,2,27,0,438.76,0,0,1,0
4,5,488.35,625,2,3,1047,9,0,0,2441.75,0,2025,5,19,0,488.35,1,0,1,0
2,4,328.56,493,2,3,907,4,0,0,1314.24,0,2023,4,16,6,328.56,0,0,1,1
6,1,68.39,224,4,3,1193,3,2,1,68.39,0,2025,3,28,4,68.39,0,0,1,0
5,4,595.62,451,2,2,626,8,0,1,2382.48,0,2023,5,3,2,595.62,1,0,1,0
0,5,644.64,76,3,0,319,6,0,0,3223.2,0,2024,2,17,5,644.64,1,1,1,1
3,5,397.81,87,2,3,453,5,1,4,1989.05,0,2023,8,20,6,397.81,1,0,1,1
0,3,236.5,585,4,1,19,8,0,0,709.5,0,2024,1,1,0,236.5,1,0,1,0
2,5,472.01,58,3,0,63,10,1,0,2360.05,0,2024,10,15,1,472.01000000000005,1,0,1,0
0,5,253.75,453,4,2,54,9,2,3,1268.75,0,2023,9,1,4,253.75,1,0,1,0
3,3,676.21,115,4,1,818,5,1,2,2028.63,0,2024,11,10,6,676.21,1,0,1,1
1,3,134.05,66,1,4,932,3,0,2,402.15,0,2024,2,13,1,134.04999999999998,0,0,1,0
1,5,217.43,460,2,4,578,10,1,3,1087.15,1,2024,4,9,1,217.43,1,0,1,0
6,1,553.56,389,1,0,88,5,0,4,553.56,0,2023,5,31,2,553.56,1,0,1,0
2,2,28.55,547,3,4,447,7,1,0,57.1,0,2023,11,5,6,28.55,1,0,1,1
4,2,255.26,493,1,0,1032,6,0,2,510.52,0,2024,1,26,4,255.26,1,0,1,0
2,5,292.54,117,2,0,339,8,0,0,1462.7,0,2025,3,15,5,292.54,1,0,1,1
0,4,147.51,635,2,2,146,4,2,3,590.04,0,2024,12,11,2,147.51,0,0,1,0
5,3,569.84,589,3,0,899,8,2,3,1709.52,0,2024,8,4,6,569.84,1,0,1,1
6,5,574.79,284,1,2,372,8,2,4,2873.95,1,2024,2,21,2,574.79,1,1,1,0
0,4,598.19,235,1,1,1185,7,2,0,2392.76,0,2023,10,5,3,598.19,1,0,1,0
4,4,390.84,543,1,0,631,9,2,4,1563.36,0,2023,3,2,3,390.84,1,0,1,0
4,2,398.45,392,2,0,362,7,1,2,796.9,0,2024,9,28,5,398.45,1,0,1,1
4,5,623.81,52,0,3,97,6,0,0,3119.05,0,2023,5,27,5,623.8100000000001,1,1,1,1
2,4,174.49,114,1,1,603,5,1,1,697.96,0,2024,12,14,5,174.49,1,0,1,1
4,1,479.56,592,3,3,454,1,1,2,479.56,0,2025,3,15,5,479.56,0,0,1,1
2,4,653.13,630,1,4,975,8,2,3,2612.52,1,2024,10,7,0,653.13,1,1,1,0
3,3,481.1,403,1,3,30,3,0,1,1443.3,0,2023,8,29,1,481.09999999999997,0,0,1,0
1,5,271.69,318,4,3,1041,7,0,3,1358.45,0,2025,3,26,2,271.69,1,0,1,0
5,3,463.81,130,4,3,290,8,2,0,1391.43,0,2025,3,8,5,463.81,1,0,1,1
6,2,639.88,236,0,1,632,5,2,3,1279.76,0,2023,5,25,3,639.88,1,0,1,0
